"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2015-07-20","89.4","-1.17","6.24","Beachy, Brandon",150229,545404,,"foul",,,,,"1","A.J. Pierzynski flies out to center fielder Joc Pederson.","R","L","R","ATL","LAD","S",,,"1","0",2015,"-0.68","1.52","-0.36","3.53",,,,"2","3","Bot",,,,,"605131",,"150720_195909",3.36,-130.11,-3.76,-6.71,28.47,-16.34,"3.62","1.69",,,,"89.3","2180","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"23","2","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.021"
"SL","2015-07-20","83.4","-1.17","6.48","Beachy, Brandon",150229,545404,,"ball",,,,,"12","A.J. Pierzynski flies out to center fielder Joc Pederson.","R","L","R","ATL","LAD","B",,,"0","0",2015,"0.15","0.8","0.27","3.62",,,,"2","3","Bot",,,,,"605131",,"150720_195855",2.86,-121.47,-1.57,3.02,19.84,-25.74,"3.48","1.52",,,,"83.6","1146","6.1",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"23","1","Slider","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.014"
"FF","2015-07-20","91.9","-1.35","6.05","Beachy, Brandon",455976,545404,"strikeout","called_strike",,,,,"13","Nick Markakis called out on strikes.","R","L","R","ATL","LAD","S","2",,"1","2",2015,"-0.76","1.77","-1.24","1.59",,,,"1","3","Bot",,,,,"605131",,"150720_195824",1.84,-133.61,-9.42,-8.16,29.55,-12.31,"3.55","1.7",,,,"92.1","2286","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,"0","1","0","0",,"22","4","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"-0.011","-0.108"
"CU","2015-07-20","71.3","-1.23","6.4","Beachy, Brandon",455976,545404,,"swinging_strike",,,,,"14","Nick Markakis called out on strikes.","R","L","R","ATL","LAD","S",,,"1","1",2015,"0.42","-1.35","0.91","1.51",,,,"1","3","Bot",,,,,"605131",,"150720_195758",3.31,-103.81,0.77,4.26,20.09,-43.71,"3.66","1.72",,,,"70.5","2645","6.2",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"22","3","Curveball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.039"
"CU","2015-07-20","70.4","-1.47","6.41","Beachy, Brandon",455976,545404,,"ball",,,,,"13","Nick Markakis called out on strikes.","R","L","R","ATL","LAD","B",,,"0","1",2015,"0.3","-1.81","-1.38","1.52",,,,"1","3","Bot",,,,,"605131",,"150720_195743",-0.6,-102.48,1.84,3.18,20.18,-46.71,"3.55","1.66",,,,"69.4","2604","6",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"22","2","Curveball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.017"
"FF","2015-07-20","88.9","-1.26","6.23","Beachy, Brandon",455976,545404,,"called_strike",,,,,"5","Nick Markakis called out on strikes.","R","L","R","ATL","LAD","S",,,"0","0",2015,"-0.76","1.93","-0.23","2.92",,,,"1","3","Bot",,,,,"605131",,"150720_195729",4.14,-129.28,-6.13,-7.66,28.61,-11.78,"3.66","1.7",,,,"88.6","2250","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"22","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.025"
"FF","2015-07-20","89.4","-1.2","6.29","Beachy, Brandon",457727,545404,"field_out","hit_into_play",,,,,"3","Cameron Maybin flies out to center fielder Joc Pederson.","R","R","R","ATL","LAD","X","8","fly_ball","3","2",2015,"-0.86","2","0.34","3.58",,,,"0","3","Bot",179.89,48.46,,,"605131",,"150720_195646",5.7,-130.09,-4.87,-8.97,28.73,-10.71,"3.81","1.69","375","98.3","26","89.4","2307","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.473","0.794","0","1","0","0","6","21","6","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"-0.015","-0.29"
"FF","2015-07-20","88.3","-1.12","6.21","Beachy, Brandon",457727,545404,,"called_strike",,,,,"7","Cameron Maybin flies out to center fielder Joc Pederson.","R","R","R","ATL","LAD","S",,,"3","1",2015,"-0.66","1.97","-0.45","1.97",,,,"0","3","Bot",,,,,"605131",,"150720_195631",2.95,-128.36,-8.45,-6.38,27.07,-11.5,"3.57","1.5",,,,"88.1","2224","6.3",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"21","5","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.084"
"FF","2015-07-20","88.4","-1.13","6.23","Beachy, Brandon",457727,545404,,"called_strike",,,,,"5","Cameron Maybin flies out to center fielder Joc Pederson.","R","R","R","ATL","LAD","S",,,"3","0",2015,"-0.63","1.86","-0.01","2.26",,,,"0","3","Bot",,,,,"605131",,"150720_195617",4.01,-128.55,-7.5,-6,28.17,-12.82,"3.57","1.5",,,,"87.9","2256","6.3",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"21","4","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.063"
"FF","2015-07-20","88.3","-1.15","6.36","Beachy, Brandon",457727,545404,,"ball",,,,,"12","Cameron Maybin flies out to center fielder Joc Pederson.","R","R","R","ATL","LAD","B",,,"2","0",2015,"-0.75","1.83","0.47","3.85",,,,"0","3","Bot",,,,,"605131",,"150720_195600",5.55,-128.39,-3.73,-7.4,28.09,-13.22,"3.56","1.43",,,,"88.2","2238","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"21","3","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.118"
"FF","2015-07-20","87.9","-1.23","6.37","Beachy, Brandon",457727,545404,,"ball",,,,,"2","Cameron Maybin flies out to center fielder Joc Pederson.","R","R","R","ATL","LAD","B",,,"1","0",2015,"-0.53","1.77","-0.04","3.71",,,,"0","3","Bot",,,,,"605131",,"150720_195544",3.94,-127.92,-3.95,-4.79,26.37,-14.01,"3.6","1.42",,,,"87.6","2232","6.2",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"21","2","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.062"
"FF","2015-07-20","88.3","-1.04","6.38","Beachy, Brandon",457727,545404,,"ball",,,,,"3","Cameron Maybin flies out to center fielder Joc Pederson.","R","R","R","ATL","LAD","B",,,"0","0",2015,"-0.5","1.76","0.80","3.63",,,,"0","3","Bot",,,,,"605131",,"150720_195530",5.51,-128.46,-4.18,-4.43,28.11,-14.07,"3.67","1.53",,,,"87.9","2263","6.3",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"21","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.033"
"CH","2015-07-20","80.3","-1.94","5.77","Beachy, Brandon",607054,545404,"strikeout","swinging_strike",,,,,"11","Jace Peterson strikes out swinging.","R","L","R","ATL","LAD","S","2",,"1","2",2015,"-1.44","1.12","-1.35","2.72",,,"592743","2","2","Bot",,,,,"605131",,"150720_194644",4.2,-116.83,-2.01,-13.11,21.11,-23.23,"3.15","1.41",,,,"80.6","2110","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,"0","1","0","0",,"17","5","Changeup","2","0","2","0","0","2","2","0","Standard","Standard",,"-0.016","-0.152"
"CU","2015-07-20","70.7","-1.44","6.25","Beachy, Brandon",607054,545404,,"foul",,,,,"13","Jace Peterson strikes out swinging.","R","L","R","ATL","LAD","S",,,"1","2",2015,"0.02","-1.58","-1.03","2.08",,,"592743","2","2","Bot",,,,,"605131",,"150720_194551",0.54,-102.89,2.78,1.17,18.75,-45.3,"3.15","1.41",,,,"70.9","2479","6.8",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"17","4","Curveball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0"
"FF","2015-07-20","89.7","-1.42","6.25","Beachy, Brandon",607054,545404,,"foul",,,,,"11","Jace Peterson strikes out swinging.","R","L","R","ATL","LAD","S",,,"1","1",2015,"-0.53","1.68","-0.94","3.15",,,"592743","2","2","Bot",,,,,"605131",,"150720_194524",2.17,-130.52,-5.18,-4.9,28.68,-14.36,"3.15","1.41",,,,"89.5","2210","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"17","3","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.06"
"FF","2015-07-20","89.8","-1.32","6.22","Beachy, Brandon",607054,545404,,"ball",,,,,"11","Jace Peterson strikes out swinging.","R","L","R","ATL","LAD","B",,,"0","1",2015,"-0.47","1.67","-0.86","4.15",,,"592743","2","2","Bot",,,,,"605131",,"150720_194504",1.99,-130.73,-2.54,-4.19,28.55,-14.36,"3.15","1.34",,,,"89.8","2154","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"17","2","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.023"
"CU","2015-07-20","69.8","-1.5","6.34","Beachy, Brandon",607054,545404,,"foul_bunt",,,,,"7","Jace Peterson strikes out swinging.","R","L","R","ATL","LAD","S",,,"0","0",2015,"0.17","-1.54","-0.72","1.60",,,"592743","2","2","Bot",,,,,"605131",,"150720_194417",0.99,-101.63,1.73,2.25,18.5,-44.67,"3.15","1.41",,,,"69.1","2637","6.1",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"17","1","Curveball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.035"
"FF","2015-07-20","89.4","-1.47","6.19","Beachy, Brandon",605538,545404,"field_out","hit_into_play",,,,,"2","Matt Wisler bunt pops out to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","X","3","popup","1","2",2015,"-0.49","1.67","-0.02","3.65",,,"592743","1","2","Bot",136.28,190.19,,,"605131",,"150720_194338",4.55,-130.09,-3.66,-4.36,28.43,-14.63,"3.61","1.58",,"80.0","69","89.7","2241","6.6",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0","0","0","1","0","0","3","16","4","4-Seam Fastball","2","0","2","0","0","2","2","0","Strategic","Strategic",,"-0.019","-0.055"
"SL","2015-07-20","82.1","-1.2","6.13","Beachy, Brandon",605538,545404,,"ball",,,,,"14","Matt Wisler bunt pops out to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","B",,,"0","2",2015,"0.09","0.42","0.79","1.12",,,"592743","1","2","Bot",,,,,"605131",,"150720_194315",4.2,-119.31,-5.52,2.35,21.28,-29.85,"3.13","1.28",,,,"82.3","2302","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"16","3","Slider","2","0","2","0","0","2","2","0","Strategic","Strategic",,"0","0.013"
"FT","2015-07-20","87.8","-1.38","6.29","Beachy, Brandon",605538,545404,,"foul",,,,,"1","Matt Wisler bunt pops out to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","S",,,"0","1",2015,"-0.95","1.39","-0.34","3.64",,,"592743","1","2","Bot",,,,,"605131",,"150720_194240",4.56,-127.77,-3.11,-9.83,23.97,-18.28,"3.61","1.58",,,,"88.6","1988","6.6",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"16","2","2-Seam Fastball","2","0","2","0","0","2","2","0","Strategic","Strategic",,"0","-0.058"
"FF","2015-07-20","88.9","-1.25","6.35","Beachy, Brandon",605538,545404,,"foul_bunt",,,,,"12","Matt Wisler bunt pops out to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","S",,,"0","0",2015,"-0.59","1.51","0.04","4.04",,,"592743","1","2","Bot",,,,,"605131",,"150720_194150",4.41,-129.46,-2.69,-5.67,25.74,-16.55,"3.61","1.58",,,,"88.7","2211","6.1",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"16","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Strategic","Standard",,"0","-0.042"
"FF","2015-07-20","91.3","-0.98","6.41","Beachy, Brandon",592743,545404,"single","hit_into_play",,,,,"11","Andrelton Simmons singles on a line drive to left fielder Andre Ethier.","R","R","R","ATL","LAD","X","7","line_drive","1","2",2015,"-0.42","1.62","-0.42","3.71",,,,"1","2","Bot",92.07,96.31,,,"605131",,"150720_194058",2.17,-133,-4.45,-3.71,25.36,-14.14,"3.55","1.64","291","98.4","15","91.4","2252","6.1",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.56","0.553","0.9","1","1","0","4","15","5","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0.017","0.299"
"SL","2015-07-20","83.9","-1.05","6.31","Beachy, Brandon",592743,545404,,"foul",,,,,"12","Andrelton Simmons singles on a line drive to left fielder Andre Ethier.","R","R","R","ATL","LAD","S",,,"1","2",2015,"0","0.39","0.99","2.61",,,,"1","2","Bot",,,,,"605131",,"150720_194033",4.64,-122.01,-2.71,1.46,22.62,-30.13,"3.55","1.64","237","73.9","39","84.5","2246","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"15","4","Slider","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0"
"FF","2015-07-20","90.6","-1.08","6.23","Beachy, Brandon",592743,545404,,"foul",,,,,"2","Andrelton Simmons singles on a line drive to left fielder Andre Ethier.","R","R","R","ATL","LAD","S",,,"1","1",2015,"-0.62","1.85","-0.27","3.18",,,,"1","2","Bot",,,,,"605131",,"150720_194006",3.31,-131.78,-5.74,-6.25,26.08,-11.7,"3.55","1.64",,,,"91.1","2300","6.6",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"15","3","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.039"
"SL","2015-07-20","83.8","-1.01","6.27","Beachy, Brandon",592743,545404,,"ball",,,,,"14","Andrelton Simmons singles on a line drive to left fielder Andre Ethier.","R","R","R","ATL","LAD","B",,,"0","1",2015,"-0.06","0.41","0.92","1.15",,,,"1","2","Bot",,,,,"605131",,"150720_193950",4.55,-121.81,-6.31,0.73,17.71,-29.8,"3.53","1.57",,,,"84.7","2288","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"15","2","Slider","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.017"
"CU","2015-07-20","71.3","-1.4","6.51","Beachy, Brandon",592743,545404,,"called_strike",,,,,"2","Andrelton Simmons singles on a line drive to left fielder Andre Ethier.","R","R","R","ATL","LAD","S",,,"0","0",2015,"0.37","-1.34","-0.17","2.86",,,,"1","2","Bot",,,,,"605131",,"150720_193937",1.54,-103.83,3.21,3.95,17,-43.89,"3.38","1.46",,,,"69.7","1222","5.1",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"15","1","Curveball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.025"
"SL","2015-07-20","83.9","-1.37","6.25","Beachy, Brandon",516811,545404,"field_out","hit_into_play",,,,,"6","Eury Perez grounds out, second baseman Howie Kendrick to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","X","4","ground_ball","1","1",2015,"-0.16","0.42","0.60","2.14",,,,"0","2","Bot",138.1,153.85,,,"605131",,"150720_193859",4.84,-122,-3.88,-0.3,19.18,-29.69,"3.41","1.51","19","92.8","-6","85","2307","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.213","0.192","0","1","0","0","2","14","3","Slider","2","0","2","0","0","2","2","0","Standard","Standard",,"-0.015","-0.215"
"FF","2015-07-20","89.9","-1.05","6.27","Beachy, Brandon",516811,545404,,"ball",,,,,"3","Eury Perez grounds out, second baseman Howie Kendrick to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","B",,,"0","1",2015,"-0.31","1.76","0.37","3.46",,,,"0","2","Bot",,,,,"605131",,"150720_193845",4.1,-130.85,-4.73,-2.27,26.19,-13.18,"3.38","1.28",,,,"90.6","2290","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"14","2","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.023"
"FF","2015-07-20","88.6","-0.99","6.14","Beachy, Brandon",516811,545404,,"called_strike",,,,,"5","Eury Perez grounds out, second baseman Howie Kendrick to first baseman Adrian Gonzalez.","R","R","R","ATL","LAD","S",,,"0","0",2015,"-0.43","1.86","0.04","2.08",,,,"0","2","Bot",,,,,"605131",,"150720_193831",3.33,-128.75,-7.89,-3.64,24.52,-12.53,"3.06","1.21",,,,"89.4","2184","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"14","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Strategic","Standard",,"0","-0.032"
"CH","2015-07-20","81.1","-1.5","5.87","Beachy, Brandon",519345,545404,"field_out","hit_into_play",,,,,"1","Joey Terdoslavich lines out to center fielder Joc Pederson.","R","L","R","ATL","LAD","X","8","line_drive","0","1",2015,"-0.9","1.59","-0.68","3.25",,,"346874","2","1","Bot",135.68,60.57,,,"605131",,"150720_192728",3.59,-117.96,-2.14,-7.85,22.13,-18.46,"3.44","1.56","355","98.7","21","81.2","1945","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.427","0.57","0","1","0","0","5","9","2","Changeup","2","0","2","0","0","2","2","0","Standard","Standard",,"-0.016","-0.189"
"FF","2015-07-20","88.0","-1.13","6.04","Beachy, Brandon",519345,545404,,"called_strike",,,,,"7","Joey Terdoslavich lines out to center fielder Joc Pederson.","R","L","R","ATL","LAD","S",,,"0","0",2015,"-0.65","1.62","-0.79","1.55",,,"346874","2","1","Bot",,,,,"605131",,"150720_192706",2.09,-127.87,-8.27,-6.21,25.26,-15.68,"3.48","1.63",,,,"88.4","2015","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"9","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.035"
"FF","2015-07-20","89.9","-1.02","6.3","Beachy, Brandon",346874,545404,"walk","ball",,,,,"12","Juan Uribe walks.","R","R","R","ATL","LAD","B",,,"3","2",2015,"-0.32","1.42","0.73","4.14",,,,"2","1","Bot",,,,,"605131",,"150720_192629",4.98,-130.91,-2.23,-2.43,27.66,-17.37,"3.49","1.49",,,,"90.6","2186","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,"0.7","1","0","0",,"8","7","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0.009","0.104"
"CU","2015-07-20","71.4","-0.77","6.36","Beachy, Brandon",346874,545404,,"ball",,,,,"14","Juan Uribe walks.","R","R","R","ATL","LAD","B",,,"2","2",2015,"-0.03","-1.34","1.66","1.01",,,,"2","1","Bot",,,,,"605131",,"150720_192612",4.78,-103.94,-0.21,0.75,19.82,-43.66,"3.27","1.46",,,,"70.8","2483","6.2",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"8","6","Curveball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.038"
"FF","2015-07-20","90.8","-1.16","6.21","Beachy, Brandon",346874,545404,,"foul",,,,,"4","Juan Uribe walks.","R","R","R","ATL","LAD","S",,,"2","2",2015,"-0.35","1.43","-0.56","2.88",,,,"2","1","Bot",,,,,"605131",,"150720_192546",2.1,-132.12,-5.39,-2.85,28.61,-17.02,"3.52","1.68",,,,"90.9","2234","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"8","5","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0"
"SL","2015-07-20","85.1","-0.79","6.05","Beachy, Brandon",346874,545404,,"ball",,,,,"14","Juan Uribe walks.","R","R","R","ATL","LAD","B",,,"1","2",2015,"0.3","0.84","1.25","-1.29",,,,"2","1","Bot",,,,,"605131",,"150720_192522",4,-123.18,-12.85,4.8,20.53,-25.11,"3.49","1.46",,,,"85.3","1203","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"8","4","Slider","2","0","2","0","0","2","2","0","Standard","Standard",,"0","0.014"
"FF","2015-07-20","90.3","-0.67","6.17","Beachy, Brandon",346874,545404,,"called_strike",,,,,"14","Juan Uribe walks.","R","R","R","ATL","LAD","S",,,"1","1",2015,"-0.57","1.71","0.98","2.04",,,,"2","1","Bot",,,,,"605131",,"150720_192508",5.36,-131.16,-8.11,-5.59,25.9,-13.58,"3.52","1.6",,,,"90.7","2373","6.6",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"8","3","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.024"
"FF","2015-07-20","89.8","-1.04","6.13","Beachy, Brandon",346874,545404,,"called_strike",,,,,"14","Juan Uribe walks.","R","R","R","ATL","LAD","S",,,"1","0",2015,"-0.51","1.65","0.33","1.40",,,,"2","1","Bot",,,,,"605131",,"150720_192454",4.47,-130.41,-9.45,-4.74,24.63,-14.54,"3.56","1.53",,,,"90.8","2292","6.9",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"8","2","4-Seam Fastball","2","0","2","0","0","2","2","0","Standard","Standard",,"0","-0.021"
"SL","2015-07-20","84.0","-1.1","6.3","Beachy, Brandon",346874,545404,,"ball",,,,,"13","Juan Uribe walks.","R","R","R","ATL","LAD","B",,,"0","0",2015,"0.09","0.34","-0.01","1.18",,,,"2","1","Bot",,,,,"605131",,"150720_192442",2.15,-122.14,-6.12,2.37,20.96,-30.62,"3.71","1.67",,,,"84.3","2363","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"8","1","Slider","2","0","2","0","0","2","2","0",,,,"0","0.014"
"FF","2015-07-20","91.2","-0.85","6.14","Beachy, Brandon",150229,545404,"field_out","hit_into_play",,,,,"8","A.J. Pierzynski grounds out, shortstop Jimmy Rollins to first baseman Adrian Gonzalez.","R","L","R","ATL","LAD","X","6","ground_ball","0","1",2015,"-0.47","1.57","0.01","1.86",,,,"1","1","Bot",129.62,146.58,,,"605131",,"150720_192401",3.08,-132.61,-8.38,-4.4,26.27,-14.97,"3.62","1.69","8","84.2","-14","91.5","2270","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.127","0.114","0","1","0","0","2","7","2","4-Seam Fastball","2","0","2","0","0","2","2","0","Strategic","Standard",,"-0.011","-0.13"
"FF","2015-07-20","90.5","-0.93","6.29","Beachy, Brandon",150229,545404,,"swinging_strike",,,,,"1","A.J. Pierzynski grounds out, shortstop Jimmy Rollins to first baseman Adrian Gonzalez.","R","L","R","ATL","LAD","S",,,"0","0",2015,"-0.56","1.5","-0.40","3.14",,,,"1","1","Bot",,,,,"605131",,"150720_192347",2.43,-131.78,-5.12,-5.44,26.89,-16.13,"3.48","1.66",,,,"90.7","2184","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"7","1","4-Seam Fastball","2","0","2","0","0","2","2","0","Strategic","Standard",,"0","-0.025"
"CH","2015-07-20","80.1","-1.79","5.84","Beachy, Brandon",455976,545404,"home_run","hit_into_play",,,,,"13","Nick Markakis homers (1) on a fly ball to center field.   Cameron Maybin scores.","R","L","R","ATL","LAD","X",,"fly_ball","2","0",2015,"-1.13","1.17","-0.87","2.13",,"457727",,"1","1","Bot",117.51,27.26,,,"605131",,"150720_192243",4.27,-116.5,-3.64,-9.96,20.22,-22.75,"3.66","1.72","404","102.0","28","80.8","2069","6.7",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.8","1.54","2","1","0","3","6","6","3","Changeup","0","0","0","0","0","2","2","0","Strategic","Strategic",,"0.158","1.489"
"FF","2015-07-20","89.8","-1.15","6.23","Beachy, Brandon",455976,545404,,"ball",,,,,"11","Nick Markakis homers (1) on a fly ball to center field.   Cameron Maybin scores.","R","L","R","ATL","LAD","B",,,"1","0",2015,"-0.26","1.35","-0.32","3.95",,"457727",,"1","1","Bot",,,,,"605131",,"150720_192225",2.47,-130.83,-2.35,-1.62,27.67,-18.23,"3.55","1.7",,,,"89.9","2146","6.3",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"6","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Strategic",,"0","0.043"
"FF","2015-07-20","89.6","-1.32","6.06","Beachy, Brandon",455976,545404,,"ball",,,,,"13","Nick Markakis homers (1) on a fly ball to center field.   Cameron Maybin scores.","R","L","R","ATL","LAD","B",,,"0","0",2015,"-0.47","1.59","-0.88","1.55",,,"457727","1","1","Bot",,,,,"605131",,"150720_192125",1.94,-130.23,-8.63,-4.15,26.03,-15.39,"3.73","1.81",,,,"89.9","2233","6.5",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"6","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Strategic",,"0.016","0.032"
"SL","2015-07-20","85.0","-0.96","6.37","Beachy, Brandon",457727,545404,"single","hit_into_play",,,,,"9","Cameron Maybin singles on a line drive to center fielder Joc Pederson.","R","R","R","ATL","LAD","X","8","line_drive","1","2",2015,"0.35","0.45","0.69","2.33",,,,"1","1","Bot",122.96,81.16,,,"605131",,"150720_192041",2.95,-123.74,-3.93,5.43,21.78,-29.42,"3.81","1.69","221","96.4","10","85.2","2333","6.2",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50","0.9","0.884","0.9","1","1","0","4","5","4","Slider","0","0","0","0","0","0","0","0","Standard","Standard",,"0.024","0.299"
"SL","2015-07-20","84.5","-1.02","6.26","Beachy, Brandon",457727,545404,,"swinging_strike",,,,,"14","Cameron Maybin singles on a line drive to center fielder Joc Pederson.","R","R","R","ATL","LAD","S",,,"1","1",2015,"0.33","0.52","0.37","1.48",,,,"1","1","Bot",,,,,"605131",,"150720_192022",2.37,-122.95,-5.81,5.09,20.85,-28.64,"3.81","1.69",,,,"85","2336","6.4",415036,545404,"605131","408236","435062","457759","276519","444843","592626","624577","50",,,,,,,,"5","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard",,"0","-0.039"
