"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2012-04-25","93.3","-1.07","6.36","Beachy, Brandon",407885,545404,,"called_strike",,,,,"12","Mark Ellis singles on a line drive to center fielder Michael Bourn.","R","R","R","LAD","ATL","S",,,"0","1",2012,"-0.45","1.96","0.83","2.45",,,,"1","1","Bot",,,,,"435263",,"120425_191955",5.87,-135.53,-8.65,-4.28,32.33,-9.47,"3.24","1.54",,,,,,,317996,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"6","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.035"
"FF","2012-04-25","93.0","-1.04","6.47","Beachy, Brandon",407885,545404,,"called_strike",,,,,"2","Mark Ellis singles on a line drive to center fielder Michael Bourn.","R","R","R","LAD","ATL","S",,,"0","0",2012,"-0.45","1.84","0.19","2.92",,,,"1","1","Bot",,,,,"435263",,"120425_191942",4.08,-135.32,-7.35,-4.25,32.43,-11.05,"3.17","1.54",,,,,,,317996,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"6","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.025"
"FF","2012-04-25","92.5","-1.11","6.45","Beachy, Brandon",543829,545404,"field_out","hit_into_play",,,,,"3","Dee Gordon flies out to left fielder Martin Prado.","R","L","R","LAD","ATL","X","7","fly_ball","1","1",2012,"-0.65","1.82","0.33","3.05",,,,"0","1","Bot",66.27,128.51,,,"435263",,"120425_191905",5.09,-134.5,-6.85,-6.82,29.08,-11.43,"3.37","1.51",,,,,,,317996,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"5","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"-0.021","-0.22"
"CU","2012-04-25","72.3","-1.3","6.95","Beachy, Brandon",543829,545404,,"ball",,,,,"11","Dee Gordon flies out to left fielder Martin Prado.","R","L","R","LAD","ATL","B",,,"0","1",2012,"0.43","-1.29","-0.99","4.73",,,,"0","1","Bot",,,,,"435263",,"120425_191851",-0.44,-105.09,5.98,4.45,19.84,-43.61,"3.3","1.38",,,,,,,317996,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"5","2","Curveball","0","0","0","0","0","0","0","0",,,,"0","0.026"
"FF","2012-04-25","92.0","-1.09","6.55","Beachy, Brandon",543829,545404,,"called_strike",,,,,"2","Dee Gordon flies out to left fielder Martin Prado.","R","L","R","LAD","ATL","S",,,"0","0",2012,"-0.32","2.07","-0.04","2.85",,,,"0","1","Bot",,,,,"435263",,"120425_191838",3.25,-133.79,-8.19,-2.52,28.18,-8.38,"3.44","1.51",,,,,,,317996,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"5","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.035"
"CU","2012-04-20","70.3","-1.21","6.51","Beachy, Brandon",407489,545404,"single","hit_into_play",,,,,"13","Lyle Overbay singles on a line drive to center fielder Michael Bourn.   Paul Goldschmidt to 2nd.","R","L","R","ARI","ATL","X","8","line_drive","1","2",2012,"0.84","-1.83","-1.16","2.29",,,"502671","1","8","Bot",129.52,72.29,,,"435263",,"120420_205848",-1.71,-102.3,3.22,7.28,19.79,-46.82,"3.66","1.69",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0.9",,"1","0",,"63","4","Curveball","0","7","0","7","7","0","0","7",,,,"0.004","0.539"
"CH","2012-04-20","77.0","-1.53","6.15","Beachy, Brandon",407489,545404,,"swinging_strike",,,,,"11","Lyle Overbay singles on a line drive to center fielder Michael Bourn.   Paul Goldschmidt to 2nd.","R","L","R","ARI","ATL","S",,,"1","1",2012,"-1.06","0.82","-1.66","3.59",,,"502671","1","8","Bot",,,,,"435263",,"120420_205829",1.63,-112.22,0.36,-8.48,21.34,-26.61,"3.66","1.69",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"63","3","Changeup","0","7","0","7","7","0","0","7",,,,"0","-0.072"
"FF","2012-04-20","89.5","-1.31","6.22","Beachy, Brandon",407489,545404,,"foul",,,,,"1","Lyle Overbay singles on a line drive to center fielder Michael Bourn.   Paul Goldschmidt to 2nd.","R","L","R","ARI","ATL","S",,,"1","0",2012,"-0.57","1.52","-0.69","3.09",,,"502671","1","8","Bot",,,,,"435263",,"120420_205807",2.64,-130.23,-4.91,-5.42,26.53,-16.28,"3.66","1.69",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"63","2","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.055"
"CH","2012-04-20","77.3","-1.44","6.33","Beachy, Brandon",407489,545404,,"ball",,,,,"11","Lyle Overbay singles on a line drive to center fielder Michael Bourn.   Paul Goldschmidt to 2nd.","R","L","R","ARI","ATL","B",,,"0","0",2012,"-1.23","0.81","-1.46","4.35",,,"502671","1","8","Bot",,,,,"435263",,"120420_205752",2.25,-112.6,1.59,-10.15,20.83,-26.6,"3.66","1.69",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"63","1","Changeup","0","7","0","7","7","0","0","7",,,,"0","0.038"
"FF","2012-04-20","89.7","-1.1","6.32","Beachy, Brandon",467827,545404,"field_out","hit_into_play",,,,,"12","Gerardo Parra pops out to shortstop Tyler Pastornicky.","R","L","R","ARI","ATL","X","6","popup","0","1",2012,"-0.26","1.97","0.12","3.46",,,"502671","0","8","Bot",91.37,123.49,,,"435263",,"120420_205711",3.45,-130.47,-5.27,-1.57,27.39,-10.77,"3.09","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"62","2","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"-0.004","-0.318"
"FF","2012-04-20","89.5","-1.26","6.16","Beachy, Brandon",467827,545404,,"foul",,,,,"2","Gerardo Parra pops out to shortstop Tyler Pastornicky.","R","L","R","ARI","ATL","S",,,"0","0",2012,"-0.59","1.91","-0.04","2.86",,,"502671","0","8","Bot",,,,,"435263",,"120420_205649",4.2,-130.18,-6.15,-5.62,29.53,-11.83,"3.09","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"62","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.047"
"FF","2012-04-20","88.7","-1.22","6.03","Beachy, Brandon",502671,545404,"walk","ball",,,,,"14","Paul Goldschmidt walks.","R","R","R","ARI","ATL","B",,,"3","0",2012,"-0.41","1.65","0.82","1.30",,,,"0","8","Bot",,,,,"435263",,"120420_205541",5.83,-128.76,-8.96,-3.32,28.66,-15.26,"3.17","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0.7",,"0","0",,"61","4","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0.004","0.156"
"FF","2012-04-20","88.9","-1.22","6.07","Beachy, Brandon",502671,545404,,"ball",,,,,"14","Paul Goldschmidt walks.","R","R","R","ARI","ATL","B",,,"2","0",2012,"-0.28","2.1","0.45","0.96",,,,"0","8","Bot",,,,,"435263",,"120420_205523",4.59,-128.89,-11.04,-1.77,27.35,-9.88,"3.22","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"61","3","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","0.13"
"FF","2012-04-20","87.8","-1.18","6.08","Beachy, Brandon",502671,545404,,"ball",,,,,"13","Paul Goldschmidt walks.","R","R","R","ARI","ATL","B",,,"1","0",2012,"-0.36","1.88","-0.96","1.12",,,,"0","8","Bot",,,,,"435263",,"120420_205510",1.12,-127.55,-10.04,-2.77,23.94,-12.57,"3.27","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"61","2","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","0.061"
"FF","2012-04-20","90.0","-0.87","6.14","Beachy, Brandon",502671,545404,,"ball",,,,,"14","Paul Goldschmidt walks.","R","R","R","ARI","ATL","B",,,"0","0",2012,"-0.14","1.74","1.46","1.79",,,,"0","8","Bot",,,,,"435263",,"120420_205458",6.04,-130.69,-8.64,-0.16,26.33,-13.43,"3.26","1.54",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"61","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","0.036"
"CH","2012-04-20","76.6","-1.42","6.22","Beachy, Brandon",471083,545404,"grounded_into_double_play","hit_into_play",,,,,"11","Miguel Montero grounds into a double play, first baseman Freddie Freeman to shortstop Tyler Pastornicky.   Jason Kubel out at 2nd.    Miguel Montero out at 1st.","R","L","R","ARI","ATL","X","3","ground_ball","1","0",2012,"-1.2","1.45","-0.91","3.36",,,"430585","1","7","Bot",146.59,175.7,,,"435263",,"120420_204253",3.33,-111.52,-1.5,-9.65,20.04,-21.12,"3.36","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"56","2","Changeup","0","7","0","7","7","0","0","7",,,,"-0.006","-0.375"
"FF","2012-04-20","88.0","-1.32","6.29","Beachy, Brandon",471083,545404,,"ball",,,,,"11","Miguel Montero grounds into a double play, first baseman Freddie Freeman to shortstop Tyler Pastornicky.   Jason Kubel out at 2nd.    Miguel Montero out at 1st.","R","L","R","ARI","ATL","B",,,"0","0",2012,"-0.65","1.41","-1.08","3.14",,,"430585","1","7","Bot",,,,,"435263",,"120420_204235",1.83,-128.08,-4.46,-6.21,24.55,-17.94,"3.36","1.52",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"56","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","0.038"
"FF","2012-04-20","89.0","-1.25","6.09","Beachy, Brandon",430585,545404,"single","hit_into_play",,,,,"5","Jason Kubel singles on a line drive to right fielder Jason Heyward.","R","L","R","ARI","ATL","X","9","line_drive","2","1",2012,"-0.4","1.96","-0.27","2.45",,,,"1","7","Bot",186.75,97.39,,,"435263",,"120420_204148",3.16,-129.35,-7.16,-3.3,25.27,-11.12,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0.9",,"1","0",,"55","4","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0.003","0.228"
"FF","2012-04-20","87.7","-1.31","6","Beachy, Brandon",430585,545404,,"called_strike",,,,,"13","Jason Kubel singles on a line drive to right fielder Jason Heyward.","R","L","R","ARI","ATL","S",,,"2","0",2012,"-0.57","1.63","-1.36","1.95",,,,"1","7","Bot",,,,,"435263",,"120420_204133",0.88,-127.54,-7.09,-5.16,25.72,-15.66,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"55","3","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.038"
"CH","2012-04-20","78.1","-1.56","6.05","Beachy, Brandon",430585,545404,,"ball",,,,,"13","Jason Kubel singles on a line drive to right fielder Jason Heyward.","R","L","R","ARI","ATL","B",,,"1","0",2012,"-1.32","1.32","-1.87","2.41",,,,"1","7","Bot",,,,,"435263",,"120420_204122",1.79,-113.81,-3.28,-11.12,22.17,-21.88,"3.32","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"55","2","Changeup","0","7","0","7","7","0","0","7",,,,"0","0.042"
"FF","2012-04-20","89.9","-1.29","6.24","Beachy, Brandon",430585,545404,,"ball",,,,,"11","Jason Kubel singles on a line drive to right fielder Jason Heyward.","R","L","R","ARI","ATL","B",,,"0","0",2012,"-0.36","1.66","-1.49","3.45",,,,"1","7","Bot",,,,,"435263",,"120420_204110",0.02,-130.91,-4.33,-2.8,30.7,-14.61,"3.38","1.61",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"55","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","0.025"
"FF","2012-04-20","87.9","-1.15","6.29","Beachy, Brandon",431094,545404,"field_out","hit_into_play",,,,,"1","Aaron Hill pops out to shortstop Tyler Pastornicky.","R","R","R","ARI","ATL","X","6","popup","0","1",2012,"-0.45","1.71","-0.76","2.85",,,,"0","7","Bot",96.39,140.56,,,"435263",,"120420_204038",1.72,-127.9,-5.85,-3.8,25.27,-14.53,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"54","2","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"-0.003","-0.195"
"FF","2012-04-20","88.9","-1.02","6.22","Beachy, Brandon",431094,545404,,"foul",,,,,"6","Aaron Hill pops out to shortstop Tyler Pastornicky.","R","R","R","ARI","ATL","S",,,"0","0",2012,"-0.27","1.93","0.48","2.20",,,,"0","7","Bot",,,,,"435263",,"120420_204018",4.13,-129.21,-7.98,-1.66,26.82,-11.67,"3.29","1.5",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"54","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.035"
"FF","2012-04-20","92.4","-1.04","6.55","Beachy, Brandon",572041,545404,"field_out","hit_into_play",,,,,"11","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","X","8","fly_ball","1","2",2012,"-0.51","1.97","-0.05","4.03",,,,"2","6","Bot",152.61,61.24,,,"435263",,"120420_202941",3.59,-134.54,-4.97,-5.01,27.43,-9.31,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"50","6","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"-0.001","-0.068"
"FF","2012-04-20","92.4","-0.75","6.17","Beachy, Brandon",572041,545404,,"foul",,,,,"14","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","S",,,"1","2",2012,"0.24","1.99","1.24","2.32",,,,"2","6","Bot",,,,,"435263",,"120420_202920",4.35,-134.3,-8.46,4.91,28.59,-9.26,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"50","5","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","0"
"CU","2012-04-20","72.9","-0.84","6.41","Beachy, Brandon",572041,545404,,"foul",,,,,"4","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","S",,,"1","2",2012,"0.58","-1.63","-0.52","2.22",,,,"2","6","Bot",,,,,"435263",,"120420_202855",-0.71,-106.2,2.4,5.76,19.7,-46.52,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"50","4","Curveball","0","7","0","7","7","0","0","7",,,,"0","0"
"SL","2012-04-20","80.3","-0.88","6.11","Beachy, Brandon",572041,545404,,"ball",,,,,"14","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","B",,,"0","2",2012,"0.28","0.19","0.28","-0.23",,,,"2","6","Bot",,,,,"435263",,"120420_202834",1.78,-116.69,-7.58,4.02,22.54,-32.24,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"50","3","Slider","0","7","0","7","7","0","0","7",,,,"0","0.007"
"FF","2012-04-20","92.0","-1.05","6.23","Beachy, Brandon",572041,545404,,"swinging_strike",,,,,"5","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","S",,,"0","1",2012,"-0.1","2.19","-0.16","2.29",,,,"2","6","Bot",,,,,"435263",,"120420_202818",2.25,-133.68,-8.99,0.39,30.64,-7.15,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"50","2","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.022"
"FF","2012-04-20","90.9","-1.19","6.29","Beachy, Brandon",572041,545404,,"called_strike",,,,,"2","A.J. Pollock flies out to center fielder Michael Bourn.","R","R","R","ARI","ATL","S",,,"0","0",2012,"0.11","1.99","-0.24","3.13",,,,"2","6","Bot",,,,,"435263",,"120420_202748",1.86,-132.26,-6.24,3.08,30.83,-10.19,"3.36","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"50","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.016"
"FF","2012-04-20","93.0","-0.95","6.24","Beachy, Brandon",217100,545404,"strikeout","swinging_strike",,,,,"3","Willie Bloomquist strikes out swinging.","R","R","R","ARI","ATL","S","2",,"0","2",2012,"-0.06","2.05","0.30","2.67",,,,"1","6","Bot",,,,,"435263",,"120420_202720",3.16,-135.27,-7.86,0.86,34.09,-8.62,"3.18","1.37",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"49","3","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"-0.003","-0.097"
"CH","2012-04-20","78.3","-1.27","6.08","Beachy, Brandon",217100,545404,,"called_strike",,,,,"2","Willie Bloomquist strikes out swinging.","R","R","R","ARI","ATL","S",,,"0","1",2012,"-1.02","1.41","-0.09","2.47",,,,"1","6","Bot",,,,,"435263",,"120420_202706",4.51,-113.98,-3.43,-8.36,22.02,-21.1,"2.93","1.24",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"49","2","Changeup","0","7","0","7","7","0","0","7",,,,"0","-0.035"
"SL","2012-04-20","80.3","-0.95","6.5","Beachy, Brandon",217100,545404,,"called_strike",,,,,"6","Willie Bloomquist strikes out swinging.","R","R","R","ARI","ATL","S",,,"0","0",2012,"0.27","0.34","0.50","2.54",,,,"1","6","Bot",,,,,"435263",,"120420_202653",2.5,-116.9,-2.55,3.99,19.55,-30.75,"3.12","1.37",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"49","1","Slider","0","7","0","7","7","0","0","7",,,,"0","-0.025"
"CU","2012-04-20","72.8","-0.96","6.5","Beachy, Brandon",150348,545404,"field_out","hit_into_play",,,,,"4","John McDonald grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ARI","ATL","X","5","ground_ball","1","2",2012,"0.53","-1.48","-0.53","2.28",,,,"0","6","Bot",100.4,168.67,,,"435263",,"120420_202613",-0.38,-106.05,2.1,5.32,21,-45.25,"3.16","1.42",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"48","4","Curveball","0","7","0","7","7","0","0","7",,,,"-0.004","-0.166"
"FF","2012-04-20","90.3","-1.17","6.23","Beachy, Brandon",150348,545404,,"foul_tip",,,,,"6","John McDonald grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ARI","ATL","S",,,"1","1",2012,"-0.49","1.87","0.47","2.50",,,,"0","6","Bot",,,,,"435263",,"120420_202555",5.12,-131.25,-7.47,-4.5,25.83,-11.63,"3.16","1.42",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"48","3","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.055"
"CU","2012-04-20","71.5","-1.1","6.45","Beachy, Brandon",150348,545404,,"ball",,,,,"14","John McDonald grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ARI","ATL","B",,,"0","1",2012,"0.48","-1.36","0.32","0.81",,,,"0","6","Bot",,,,,"435263",,"120420_202530",1.75,-104.1,-0.81,4.72,19.72,-43.84,"3.46","1.62",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"48","2","Curveball","0","7","0","7","7","0","0","7",,,,"0","0.026"
"FF","2012-04-20","88.6","-1.15","6.19","Beachy, Brandon",150348,545404,,"foul",,,,,"6","John McDonald grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ARI","ATL","S",,,"0","0",2012,"-0.31","1.74","0.38","2.29",,,,"0","6","Bot",,,,,"435263",,"120420_202513",4.29,-128.82,-7.06,-2.12,29.61,-14.23,"3.16","1.42",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"48","1","4-Seam Fastball","0","7","0","7","7","0","0","7",,,,"0","-0.035"
"FF","2012-04-20","91.5","-0.9","6.41","Beachy, Brandon",440251,545404,"strikeout","swinging_strike",,,,,"11","Ryan Roberts strikes out swinging.","R","R","R","ARI","ATL","S","2",,"2","2",2012,"-0.51","1.95","-0.23","3.98",,,"502671","2","5","Bot",,,,,"435263",,"120420_200429",2.71,-133.15,-4.42,-4.92,29.74,-10.33,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"39","5","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"-0.024","-0.19"
"SL","2012-04-20","82.3","-0.96","6.42","Beachy, Brandon",440251,545404,,"called_strike",,,,,"6","Ryan Roberts strikes out swinging.","R","R","R","ARI","ATL","S",,,"2","1",2012,"0.45","0.29","0.61","2.27",,,"502671","2","5","Bot",,,,,"435263",,"120420_200402",2.44,-119.71,-3.26,6.07,21.81,-31.13,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"39","4","Slider","0","3","0","3","3","0","0","3",,,,"0","-0.069"
"FF","2012-04-20","91.5","-1.09","6.17","Beachy, Brandon",440251,545404,,"foul",,,,,"4","Ryan Roberts strikes out swinging.","R","R","R","ARI","ATL","S",,,"2","0",2012,"-0.57","1.95","-0.29","2.02",,,"502671","2","5","Bot",,,,,"435263",,"120420_200324",3.15,-133.04,-8.9,-5.62,30.62,-10.38,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"39","3","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"0","-0.046"
"FF","2012-04-20","90.7","-1.01","6.33","Beachy, Brandon",440251,545404,,"ball",,,,,"3","Ryan Roberts strikes out swinging.","R","R","R","ARI","ATL","B",,,"1","0",2012,"-0.62","1.89","0.75","3.28",,,"502671","2","5","Bot",,,,,"435263",,"120420_200229",5.78,-131.94,-5.73,-6.21,29.76,-11.41,"3.18","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"39","2","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"0","0.046"
"FF","2012-04-20","91.6","-1.06","6.4","Beachy, Brandon",440251,545404,,"ball",,,,,"11","Ryan Roberts strikes out swinging.","R","R","R","ARI","ATL","B",,,"0","0",2012,"-0.67","1.93","-0.74","3.91",,,"502671","2","5","Bot",,,,,"435263",,"120420_200203",2.17,-133.39,-4.57,-6.96,30.22,-10.44,"3.12","1.47",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"39","1","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"0","0.032"
"FF","2012-04-20","90.6","-1.05","6.09","Beachy, Brandon",467827,545404,"field_out","hit_into_play",,,,,"4","Gerardo Parra flies out to left fielder Martin Prado.","R","L","R","ARI","ATL","X","7","fly_ball","0","1",2012,"-0.81","2.16","-0.63","2.11",,,"502671","1","5","Bot",58.23,73.29,,,"435263",,"120420_200101",2.75,-131.72,-8.87,-8.61,25.97,-7.91,"3.09","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"38","2","4-Seam Fastball","0","3","0","3","3","0","0","3",,,,"-0.031","-0.244"
"CH","2012-04-20","77.6","-1.37","6.05","Beachy, Brandon",467827,545404,,"swinging_strike",,,,,"13","Gerardo Parra flies out to left fielder Martin Prado.","R","L","R","ARI","ATL","S",,,"0","0",2012,"-1.34","1.5","-1.05","1.71",,,"502671","1","5","Bot",,,,,"435263",,"120420_200032",3.25,-112.97,-5.15,-11.28,19.68,-20.3,"3.09","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"38","1","Changeup","0","3","0","3","3","0","0","3",,,,"0","-0.047"
"SL","2012-04-20","80.8","-1.12","6.36","Beachy, Brandon",502671,545404,"single","hit_into_play",,,,,"4","Paul Goldschmidt singles on a ground ball to center fielder Michael Bourn.","R","R","R","ARI","ATL","X","8","ground_ball","2","2",2012,"0.33","-0.22","-0.60","2.02",,,,"1","5","Bot",108.43,60.24,,,"435263",,"120420_195951",0.2,-117.58,-2.41,4.68,17.76,-36.3,"3.17","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0.9",,"1","0",,"37","5","Slider","0","3","0","3","3","0","0","3",,,,"0.029","0.276"
"CU","2012-04-20","70.9","-1.4","6.46","Beachy, Brandon",502671,545404,,"foul",,,,,"4","Paul Goldschmidt singles on a ground ball to center fielder Michael Bourn.","R","R","R","ARI","ATL","S",,,"2","1",2012,"0.82","-1.28","-0.48","2.46",,,,"1","5","Bot",,,,,"435263",,"120420_195928",0.08,-103.24,2.47,7.34,18.11,-43.15,"3.17","1.44",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"37","4","Curveball","0","3","0","3","3","0","0","3",,,,"0","-0.047"
"CH","2012-04-20","78.4","-1.6","5.98","Beachy, Brandon",502671,545404,,"called_strike",,,,,"4","Paul Goldschmidt singles on a ground ball to center fielder Michael Bourn.","R","R","R","ARI","ATL","S",,,"2","0",2012,"-1.35","1.4","-0.73","2.15",,,,"1","5","Bot",,,,,"435263",,"120420_195912",4.53,-114.1,-3.98,-11.59,20.17,-21.01,"3.23","1.56",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"37","3","Changeup","0","3","0","3","3","0","0","3",,,,"0","-0.038"
"SL","2012-04-20","81.9","-1.11","6.25","Beachy, Brandon",502671,545404,,"ball",,,,,"14","Paul Goldschmidt singles on a ground ball to center fielder Michael Bourn.","R","R","R","ARI","ATL","B",,,"1","0",2012,"0.32","0.16","0.53","1.36",,,,"1","5","Bot",,,,,"435263",,"120420_195857",2.89,-119.17,-4.73,4.71,19.55,-32.5,"3.25","1.51",,,,,,,317925,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"37","2","Slider","0","3","0","3","3","0","0","3",,,,"0","0.042"
